Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,DOI,Journal,Affiliation,Is prize-winning paper,field,p-value,Gender,citation_count
20096,"herzberg, g.",1971,the spectrum and structure of the free ncn radical,1964.0,2142055338.0,10.1139/p64-150,canadian journal of physics,,NO,Chemistry,0.5436241610738255,male,102.0
20096,"herzberg, g.",1971,on the photographic infra red spectrum of methylacetylene allylene and the c c single bond distance,1937.0,1973220779.0,10.1021/j150379a012,the journal of physical chemistry,,NO,Chemistry,0.5436241610738255,male,41.0
20096,"herzberg, g.",1971,fine structure of the schumann runge bands near the convergence limit and the dissociation energy of the oxygen molecule,1954.0,2008503223.0,10.1139/p54-013,canadian journal of physics,,NO,Chemistry,0.5436241610738255,male,181.0
20096,"herzberg, g.",1971,twelfth spiers memorial lecture determination of the structures of simple polyatomic molecules and radicals in electronically excited states,1963.0,2021917654.0,10.1039/DF9633500007,discussions of the faraday society,,NO,Chemistry,0.5436241610738255,male,69.0
20096,"herzberg, g.",1971,on the absorption spectra of methyl halides and some other methyl compounds in the ultra violet and in the schumann region,1929.0,1992194523.0,10.1039/TF9292500716,transactions of the faraday society,,NO,Chemistry,0.5436241610738255,male,8.0
20096,"herzberg, g.",1971,erratum the electronic emission spectrum of triatomic hydrogen ii the perpendicular bands near 7100 a,1980.0,2005894116.0,10.1139/p80-199,canadian journal of physics,,NO,Chemistry,0.5436241610738255,male,0.0
20096,"herzberg, g.",1971,rotational structure and predissociation of thep2molecule,1932.0,1997292516.0,10.1103/PhysRev.40.313,physical review,,NO,Chemistry,0.5436241610738255,male,8.0
20096,"herzberg, g.",1971,ionization potentials and lamb shifts of the ground states of sup 4 he and sup 3 he,1958.0,2165719527.0,10.1098/rspa.1958.0246,,national research council,NO,Chemistry,0.5436241610738255,male,109.0
20096,"herzberg, g.",1971,spectra of the rare gas hydrides iv three new bands of argon deuteride involving a low lying p rydberg state,1992.0,2066550248.0,10.1063/1.463535,journal of chemical physics,herzberg institute of astrophysics,NO,Chemistry,0.5436241610738255,male,17.0
20096,"herzberg, g.",1971,a new band system probably due to a molecule cp,1930.0,1993522672.0,10.1038/126131b0,nature,,NO,Chemistry,0.5436241610738255,male,20.0
20096,"herzberg, g.",1971,the spectrum and structure of the free bhformula radical,1967.0,2764481012.0,10.1098/rspa.1967.0096,,,NO,Chemistry,0.5436241610738255,male,56.0
20096,"herzberg, g.",1971,apparatus for the observation of optical molecular spectra,1967.0,2047688700.0,10.1364/AO.6.001593,applied optics,national research council,NO,Chemistry,0.5436241610738255,male,4.0
20096,"herzberg, g.",1971,spectroscopic studies based on the pioneering work of r s mulliken,1980.0,2029123583.0,10.1021/j100454a002,the journal of physical chemistry,,NO,Chemistry,0.5436241610738255,male,3.0
20097,"leloir, l",1970,a modified colorimetric method for the estimation of n acetylamino sugars,1955.0,1535002104.0,,journal of biological chemistry,facultad de ciencias medicas,YES,Chemistry,0.1458333333333333,male,
20097,"leloir, l",1970,addition of glucose to dolichyl diphosphate oligosaccharide and transfer to protein,1980.0,1970382205.0,10.1111/j.1432-1033.1980.tb04498.x,febs journal,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,51.0
20097,"leloir, l",1970,adenosine diphosphate glucose and starch synthesis,1961.0,1973597156.0,10.1016/0006-291X(61)90389-8,biochemical and biophysical research communications,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,196.0
20097,"leloir, l",1970,action patterns of phosphorylase and glycogen synthetase on glycogen,1970.0,1975453566.0,10.1111/j.1432-1033.1970.tb01109.x,febs journal,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,8.0
20097,"leloir, l",1970,enzymic phosphorylation of galactosamine and galactose,1953.0,1978135811.0,10.1016/0003-9861(53)90404-4,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,86.0
20097,"leloir, l",1970,isolation of adenosine diphosphate d glucose from corn graiws,1963.0,1980152689.0,10.1016/0006-291X(63)90190-6,biochemical and biophysical research communications,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,58.0
20097,"leloir, l",1970,phosphate transfer from adenosine diphosphate phosphoglycerate and 2 3 diphosphoglycerate,1965.0,1981483436.0,10.1016/S0926-6593(65)80042-X,biochimica et biophysica acta,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,17.0
20097,"leloir, l",1970,an improved method for the isolation of some nucleoside diphosphate sugars from yeast,1957.0,1983014681.0,10.1016/0006-3002(57)90065-3,biochimica et biophysica acta,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,60.0
20097,"leloir, l",1970,glucose transfer from dolichol monophosphate glucose the lipid moiety of the endogenous microsomal acceptor,1972.0,1984979227.0,10.1016/0005-2760(72)90118-X,biochimica et biophysica acta,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,41.0
20097,"leloir, l",1970,adenosine diphosphate mannose adenosine diphosphate galactose and adenosine diphosphate acetylglucosamine from corn grains,1964.0,1987572008.0,10.1016/S0006-291X(64)80010-3,biochemical and biophysical research communications,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,35.0
20097,"leloir, l",1970,uridine diphosphate glucose the coenzyme of the galactose glucose phosphate isomerization,1950.0,1990471004.0,10.1038/165191a0,nature,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,85.0
20097,"leloir, l",1970,formation of lipid bound oligosaccharides containing mannose their role in glycoprotein synthesis,1973.0,1993788912.0,10.1073/pnas.70.12.3390,proceedings of the national academy of sciences of the united states of america,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,113.0
20097,"leloir, l",1970,enzymid dephosphorylation of adenosine diphosphate phosphoglyceric acid,1964.0,1994016176.0,10.1016/0926-6569(64)90276-7,biochimica et biophysica acta,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,0.0
20097,"leloir, l",1970,the biosynthesis of glucosamine,1953.0,1994469095.0,10.1016/0006-3002(53)90119-X,biochimica et biophysica acta,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,170.0
20097,"leloir, l",1970,in vitro synthesis of particulate glycogen from uridine diphosphate glucose,1970.0,1999155670.0,10.1016/0003-9861(69)90342-7,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,26.0
20097,"leloir, l",1970,further studies on high molecular weight liver glycogen,1966.0,2022090985.0,10.1016/0003-9861(66)90186-X,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,61.0
20097,"leloir, l",1970,mannose transfer to lipid linked di n acetylchitobiose,1974.0,2031159100.0,10.1016/0006-291X(74)90180-6,biochemical and biophysical research communications,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,73.0
20097,"leloir, l",1970,phosphorylation of acetylhexosamines,1958.0,2031916395.0,10.1016/0003-9861(58)90201-7,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,36.0
20097,"leloir, l",1970,some properties of rat liver amylase,1968.0,2040822983.0,10.1016/0003-9861(68)90216-6,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,17.0
20097,"leloir, l",1970,properties of synthetic and native liver glycogen,1967.0,2044487825.0,10.1016/0003-9861(67)90066-5,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,18.0
20097,"leloir, l",1970,dolichol monophosphate glucose an intermediate in glucose transfer in liver,1970.0,2045772543.0,10.1073/pnas.66.1.153,proceedings of the national academy of sciences of the united states of america,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,201.0
20097,"leloir, l",1970,microsomal glucosidases of rat liver partial purification and inhibition by disaccharides,2005.0,2045840764.0,10.1111/j.1432-1033.1980.tb06144.x,febs journal,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,51.0
20097,"leloir, l",1970,biosynthesis of glycogen from uridine diphosphate glucose,1959.0,2048290007.0,10.1016/0003-9861(59)90232-2,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,335.0
20097,"leloir, l",1970,subcellular distribution of dolichol phosphate,1972.0,2048394686.0,10.1016/0014-5793(72)80380-6,febs letters,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,46.0
20097,"leloir, l",1970,action of glycosidases on the saccharide moiety of the glucose containing dolichyl diphosphate oligosaccharide,1978.0,2050798509.0,10.1016/0014-5793(78)81174-0,febs letters,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,46.0
20097,"leloir, l",1970,the enzymatic transformation of uridine diphosphate glucose into a galactose derivative,1951.0,2052579446.0,10.1016/0003-9861(51)90096-3,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,356.0
20097,"leloir, l",1970,the role of polyprenol bound saccharides as intermediates in glycoprotein synthesis in liver,1972.0,2058128903.0,10.1073/pnas.69.11.3268,proceedings of the national academy of sciences of the united states of america,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,114.0
20097,"leloir, l",1970,mechanism of starch biosynthesis,1960.0,2065752385.0,10.1038/187918a0,nature,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,106.0
20097,"leloir, l",1970,transfer of oligosaccharide to protein from a lipid intermediate in plants,1981.0,2066623617.0,10.1104/pp.68.5.1175,plant physiology,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,12.0
20097,"leloir, l",1970,further studies on a glycolipid formed from dolichyl d glucosyl monophosphate,1973.0,2069823339.0,10.1016/S0008-6215(00)84527-9,carbohydrate research,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,50.0
20097,"leloir, l",1970,lipid bound sugars in rhizobium meliloti,1980.0,2076637616.0,10.1016/0003-9861(80)90187-3,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,36.0
20097,"leloir, l",1970,enzymes acting on glucosamine phosphates,1956.0,2079427726.0,10.1016/0006-3002(56)90259-1,biochimica et biophysica acta,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,105.0
20097,"leloir, l",1970,the biosynthetic pathway of the asparagine linked oligosaccharides of glycoproteins,1982.0,1958912317.0,10.1080/10409238209104422,,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,53.0
20097,"leloir, l",1970,the role of lipid intermediates in the glycosylation of proteins in the eucaryotic cell,1979.0,2090568685.0,10.1016/0304-4157(79)90006-6,biochimica et biophysica acta,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,296.0
20097,"leloir, l",1970,lipid bound saccharides containing glucose and galactose in agrobacterium tumefaciens,1984.0,2170142096.0,10.1099/00221287-130-4-869,microbiology,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,0.0
20097,"leloir, l",1970,in vitro synthesis of particulate glycogen,1965.0,2092245598.0,10.1073/pnas.53.1.86,proceedings of the national academy of sciences of the united states of america,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,23.0
20097,"leloir, l",1970,glucose transfer from dolichol monophosphate glucose the product formed with endogenous microsomal acceptor,1971.0,2092702974.0,10.1073/pnas.68.11.2857,proceedings of the national academy of sciences of the united states of america,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,124.0
20097,"leloir, l",1970,the role of dolichol monophosphate in sugar transfer,1971.0,2094802804.0,10.1016/0003-9861(71)90224-4,archives of biochemistry and biophysics,facultad de ciencias exactas y naturales,NO,Chemistry,0.1458333333333333,male,105.0
20097,"leloir, l",1970,the biosynthesis of a n n diacetylchitobiose containing lipid by liver microsomes a probable dolichol pyrophosphate derivative,1973.0,1991198468.0,10.1016/0006-291X(73)90640-2,biochemical and biophysical research communications,,NO,Chemistry,0.1458333333333333,male,93.0
20097,"leloir, l",1970,microsomal glucosidases acting on the saccharide moiety of the glucose containing dolichyl diphosphate oligosaccharide,1979.0,2080470542.0,10.1016/0006-291X(79)92003-5,biochemical and biophysical research communications,,NO,Chemistry,0.1458333333333333,male,36.0
20097,"leloir, l",1970,the biosynthesis of sucrose1,1953.0,2334252931.0,10.1021/ja01119a546,journal of the american chemical society,,NO,Chemistry,0.1458333333333333,male,75.0
20097,"leloir, l",1970,two decades of research on biosynthesis of saccharides,1971.0,2075138189.0,10.1126/science.172.3990.1299,science,facultad de ciencias medicas,NO,Chemistry,0.1458333333333333,male,160.0
20097,"leloir, l",1970,far away and long ago,1983.0,2137915032.0,10.1146/annurev.bi.52.070183.000245,annual review of biochemistry,,NO,Chemistry,0.1458333333333333,male,12.0
20097,"leloir, l",1970,an intermediate in cyclic 1 2 glucan biosynthesis,1985.0,1972750379.0,10.1016/0006-291X(85)90613-8,biochemical and biophysical research communications,,NO,Chemistry,0.1458333333333333,male,33.0
20097,"leloir, l",1970,the biosynthetic pathway of the asparagine linked oligosaccharides of glycoproteins,1979.0,1977185732.0,10.1016/0968-0004(79)90265-2,trends in biochemical sciences,,NO,Chemistry,0.1458333333333333,male,28.0
20097,"leloir, l",1970,biosynthesis of glycogen from uridine diphosphate glucose1,1957.0,2327089351.0,10.1021/ja01580a061,journal of the american chemical society,,NO,Chemistry,0.1458333333333333,male,360.0
20097,"leloir, l",1970,the enzymic synthesis of trehalose phosphate1,1953.0,2320214991.0,10.1021/ja01117a528,journal of the american chemical society,,NO,Chemistry,0.1458333333333333,male,82.0
20097,"leloir, l",1970,oligosaccharides containing glucose and mannose in glycoproteins of the thyroid gland,1978.0,2023723884.0,10.1073/pnas.75.3.1162,proceedings of the national academy of sciences of the united states of america,,NO,Chemistry,0.1458333333333333,male,23.0
20098,"barton, d",1969,the principles of conformational analysis,1956.0,2014815386.0,10.1039/QR9561000044,quarterly reviews chemical society,,YES,Chemistry,0.0586854460093896,male,194.0
20098,"barton, d",1969,the stereochemistry of cyclohexane derivatives,1953.0,2028180582.0,10.1039/JR9530001027,journal of the chemical society (resumed),,NO,Chemistry,0.0586854460093896,male,189.0
20098,"barton, d",1969,408 colombo root bitter principles part i the functional groups of columbin,1956.0,2009626628.0,10.1039/JR9560002085,journal of the chemical society (resumed),,NO,Chemistry,0.0586854460093896,male,41.0
20098,"barton, d",1969,409 colombo root bitter principles part ii the constitution of columbin,1956.0,2029310729.0,10.1039/JR9560002090,journal of the chemical society (resumed),,NO,Chemistry,0.0586854460093896,male,19.0
20098,"barton, d",1969,cheminform abstract conversion of aliphatic and alicyclic carboxylic acids into norhydroperoxides noralcohols and noroxo derivatives using radical chemistry,1984.0,2605200750.0,10.1002/chin.198427116,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,cheminform abstract functionalisation of saturated hydrocarbons part 6 selective oxidation of steroids and related compounds,1987.0,2394600348.0,10.1002/chin.198708287,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,organic reactions of fluoroxy compounds stereochemistry of addition of fluoroxytrifluoromethane to stilbenes,1974.0,1964902464.0,10.1039/P19740000739,journal of the chemical society perkin transactions 1,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,29.0
20098,"barton, d",1969,cheminform abstract concise syntheses of l selenomethionine and of l selenocystine using radical chain reactions,1987.0,2394640183.0,10.1002/chin.198704230,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,cheminform abstract conversion of alcohols into amides by chlordiphenylmethylium hexachloroantimonate in nitrile solvents some further reactions of the triphenylmethyl cation,1974.0,2312497278.0,10.1002/chin.197451198,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,cheminform abstract a new beta arylethylamine synthesis by aryl aldehyde homologation,1974.0,2312546991.0,10.1002/chin.197405211,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,a practical alternative to the hunsdiecker reaction,1983.0,1965881474.0,10.1016/S0040-4039(01)99826-0,tetrahedron letters,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,172.0
20098,"barton, d",1969,cheminform abstract chromium hexacarbonyl isomerization of ergosterol and related dienes,1979.0,2335910128.0,10.1002/chin.197931365,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,synthesis and reactions of t butyltellurocarbonyloxyalkanes,1979.0,1966171346.0,10.1039/C39790000645,journal of the chemical society chemical communications,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,21.0
20098,"barton, d",1969,functionalization of saturated hydrocarbons 14 further studies on the mechanism of gif type systems,1989.0,1966397357.0,10.1021/ja00200a037,journal of the american chemical society,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,97.0
20098,"barton, d",1969,ring opening of pin 2 10 ene with iodine,1972.0,1966404321.0,10.1039/P19720000614,journal of the chemical society perkin transactions 1,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,4.0
20098,"barton, d",1969,iron hydroperoxide induced phenylselenization of hydrocarbons fenton chemistry,1989.0,1966565091.0,10.1021/ja00202a063,journal of the american chemical society,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,44.0
20098,"barton, d",1969,oxygen carbon  bond effects in radical reactions,1982.0,1966596550.0,10.1039/C39820000447,journal of the chemical society chemical communications,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,44.0
20098,"barton, d",1969,cheminform abstract reactions of hydrazides and hydrazones with n butyllithium,1982.0,2342465951.0,10.1002/chin.198238208,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,new and improved methods for the radical decarboxylation of acids,1983.0,1967138821.0,10.1039/C39830000939,journal of the chemical society chemical communications,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,371.0
20098,"barton, d",1969,cheminform abstract transformations of penicillins part 7 vinylic sulphoxides from penicillins and their reactions,1974.0,2312865868.0,10.1002/chin.197439475,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,cheminform abstract gleichgewicht von 24 25 dibromiden von lanosterin und derivaten,1972.0,2606053470.0,10.1002/chin.197238093,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,cheminform abstract preparation and properties of p dimethylamino n thiosulphinylaniline,1974.0,2312954736.0,10.1002/chin.197434212,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,fusicoccin part i the nature of the substituent groups,1971.0,1968636509.0,10.1039/J39710001259,journal of the chemical society c organic,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,12.0
20098,"barton, d",1969,reactions of relevance to the chemistry of aminoglycoside antibiotics part 15 the selective modification of neamine by radical induced deamination,1980.0,1968803930.0,10.1039/P19800002665,journal of the chemical society perkin transactions 1,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,26.0
20098,"barton, d",1969,new and selective reactions and reagents in carbohydrate chemistry,1981.0,2098702664.0,10.1351/pac198153010015,pure and applied chemistry,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,74.0
20098,"barton, d",1969,neighbouring hydroxy group participation in the opening of epoxides by nucleophiles,1973.0,1969007562.0,10.1039/C39730000839,journal of the chemical society chemical communications,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,8.0
20098,"barton, d",1969,cheminform abstract a new synthesis of phenyl vinyl selenides,1984.0,2604602963.0,10.1002/chin.198430233,cheminform,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,0.0
20098,"barton, d",1969,sodium hydrogen telluride as a useful nucleophilic reagent for the cleavage of epoxides and of quaternary ammonium salts,1985.0,1969216856.0,10.1016/S0040-4039(00)95051-2,tetrahedron letters,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,31.0
20098,"barton, d",1969,conversion of alcohols into amides by chlorodiphenylmethylium hexachloroantimonate in nitrile solvents some further reactions of the triphenylmethyl cation,1974.0,2099119710.0,10.1039/P19740002101,journal of the chemical society perkin transactions 1,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,25.0
20098,"barton, d",1969,novel selenium oxygen and silane nitrogen bond metatheses mechanistic probes spectroscopic studies and structural evidence for reactive oligomeric selenoazyl intermediates,1993.0,1969700089.0,10.1021/ja00056a019,journal of the american chemical society,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,23.0
20098,"barton, d",1969,experiments on the synthesis of tetracycline part xiii oxidation of ring a model phenols to p hydroxycyclohexadienones,1975.0,2099359439.0,10.1039/P19750001610,journal of the chemical society perkin transactions 1,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,28.0
20098,"barton, d",1969,a new rearrangement of ketonic nitrones a convenient alternative to the beckmann rearrangement,1975.0,1970453909.0,10.1039/P19750001764,journal of the chemical society perkin transactions 1,institut de chimie des substances naturelles,NO,Chemistry,0.0586854460093896,male,30.0
